Name	Compound IUPAC	InChI	Canonical_SMILES	PUBCHEM_CID	Status	Source
Potassium silver cyanide	potassium;silver;dicyanide	InChI=1S/2CN.Ag.K/c2*1-2;;/q2*-1;2*+1	[C-]#N.[C-]#N.[K+].[Ag+]	10474	-1	AID_1159515_datatable_active
Zinc diethyldithiocarbamate	zinc;N,N-diethylcarbamodithioate	InChI=1S/2C5H11NS2.Zn/c2*1-3-6(4-2)5(7)8;/h2*3-4H2,1-2H3,(H,7,8);/q;;+2/p-2	CCN(C(=S)[S-])CC.CCN(C(=S)[S-])CC.[Zn+2]	26633	-1	AID_1159515_datatable_active
1-Naphthyl isothiocyanate	1-isothiocyanatonaphthalene	InChI=1S/C11H7NS/c13-8-12-11-7-3-5-9-4-1-2-6-10(9)11/h1-7H	S=C=Nc1cccc2c1cccc2	11080	-1	AID_1159515_datatable_active
N,N'-Di-sec-butyl-p-phenylenediamine	1-N,4-N-di(butan-2-yl)benzene-1,4-diamine	InChI=1S/C14H24N2/c1-5-11(3)15-13-7-9-14(10-8-13)16-12(4)6-2/h7-12,15-16H,5-6H2,1-4H3	CCC(Nc1ccc(cc1)NC(CC)C)C	7589	-1	AID_1159515_datatable_active
Stearyldimethylbenzylammonium chloride	benzyl-dimethyl-octadecylazanium;chloride	InChI=1S/C27H50N.ClH/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-22-25-28(2,3)26-27-23-20-19-21-24-27;/h19-21,23-24H,4-18,22,25-26H2,1-3H3;1H/q+1;/p-1	CCCCCCCCCCCCCCCCCC[N+](Cc1ccccc1)(C)C.[Cl-]	31204	-1	AID_1159515_datatable_active
1-Octadecanaminium, N,N,N-trimethyl-, chloride	trimethyl(octadecyl)azanium;chloride	InChI=1S/C21H46N.ClH/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(2,3)4;/h5-21H2,1-4H3;1H/q+1;/p-1	CCCCCCCCCCCCCCCCCC[N+](C)(C)C.[Cl-]	8155	-1	AID_1159515_datatable_active
Nonyl 4-hydroxybenzoate	nonyl 4-hydroxybenzoate	InChI=1S/C16H24O3/c1-2-3-4-5-6-7-8-13-19-16(18)14-9-11-15(17)12-10-14/h9-12,17H,2-8,13H2,1H3	CCCCCCCCCOC(=O)c1ccc(cc1)O	586708	-1	AID_1159515_datatable_active
Phenol, 4,4'-(octahydro-4,7-methano-5H-inden-5-ylidene)bis-	4-[8-(4-hydroxyphenyl)-8-tricyclo[5.2.1.02,6]decanyl]phenol	InChI=1S/C22H24O2/c23-17-8-4-15(5-9-17)22(16-6-10-18(24)11-7-16)13-14-12-21(22)20-3-1-2-19(14)20/h4-11,14,19-21,23-24H,1-3,12-13H2	Oc1ccc(cc1)C1(CC2CC1C1C2CCC1)c1ccc(cc1)O	102724	-1	AID_1159515_datatable_active
Menthyl anthranilate	(5-methyl-2-propan-2-ylcyclohexyl) 2-aminobenzoate	InChI=1S/C17H25NO2/c1-11(2)13-9-8-12(3)10-16(13)20-17(19)14-6-4-5-7-15(14)18/h4-7,11-13,16H,8-10,18H2,1-3H3	CC1CCC(C(C1)OC(=O)c1ccccc1N)C(C)C	8633	-1	AID_1159515_datatable_active
Tetraoctylphosphonium bromide	tetraoctylphosphanium;bromide	InChI=1S/C32H68P.BrH/c1-5-9-13-17-21-25-29-33(30-26-22-18-14-10-6-2,31-27-23-19-15-11-7-3)32-28-24-20-16-12-8-4;/h5-32H2,1-4H3;1H/q+1;/p-1	CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-]	3015167	-1	AID_1159515_datatable_active
Methyltrioctylammonium trifluoromethanesulfonate	methyl(trioctyl)azanium;trifluoromethanesulfonate	InChI=1S/C25H54N.CHF3O3S/c1-5-8-11-14-17-20-23-26(4,24-21-18-15-12-9-6-2)25-22-19-16-13-10-7-3;2-1(3,4)8(5,6)7/h5-25H2,1-4H3;(H,5,6,7)/q+1;/p-1	FC(S(=O)(=O)[O-])(F)F.CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)C	22678982	-1	AID_1159515_datatable_active
1-Dodecyl-3-methylimidazolium chloride	1-dodecyl-3-methylimidazol-3-ium;chloride	InChI=1S/C16H31N2.ClH/c1-3-4-5-6-7-8-9-10-11-12-13-18-15-14-17(2)16-18;/h14-16H,3-13H2,1-2H3;1H/q+1;/p-1	CCCCCCCCCCCCn1cc[n+](c1)C.[Cl-]	2734227	-1	AID_1159515_datatable_active
1-Hexadecyl-3-methylimidazolium chloride	1-hexadecyl-3-methylimidazol-3-ium;chloride	InChI=1S/C20H39N2.ClH/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-22-19-18-21(2)20-22;/h18-20H,3-17H2,1-2H3;1H/q+1;/p-1	CCCCCCCCCCCCCCCCn1cc[n+](c1)C.[Cl-]	2734231	-1	AID_1159515_datatable_active
Trihexyltetradecylphosphonium chloride	trihexyl(tetradecyl)phosphanium;chloride	InChI=1S/C32H68P.ClH/c1-5-9-13-17-18-19-20-21-22-23-24-28-32-33(29-25-14-10-6-2,30-26-15-11-7-3)31-27-16-12-8-4;/h5-32H2,1-4H3;1H/q+1;/p-1	CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-]	11375816	-1	AID_1159515_datatable_active
Santowhite	2-tert-butyl-4-[1-(5-tert-butyl-4-hydroxy-2-methylphenyl)butyl]-5-methylphenol	InChI=1S/C26H38O2/c1-10-11-18(19-14-21(25(4,5)6)23(27)12-16(19)2)20-15-22(26(7,8)9)24(28)13-17(20)3/h12-15,18,27-28H,10-11H2,1-9H3	CCCC(c1cc(c(cc1C)O)C(C)(C)C)c1cc(c(cc1C)O)C(C)(C)C	6815	-1	AID_1159515_datatable_active
Trihexyltetradecylphosphonium hexafluorophosphate	trihexyl(tetradecyl)phosphanium;hexafluorophosphate	InChI=1S/C32H68P.F6P/c1-5-9-13-17-18-19-20-21-22-23-24-28-32-33(29-25-14-10-6-2,30-26-15-11-7-3)31-27-16-12-8-4;1-7(2,3,4,5)6/h5-32H2,1-4H3;/q+1;-1	F[P-](F)(F)(F)(F)F.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC	16212610	-1	AID_1159515_datatable_active
trans-beta-Nitrostyrene	[(E)-2-nitroethenyl]benzene	InChI=1S/C8H7NO2/c10-9(11)7-6-8-4-2-1-3-5-8/h1-7H/b7-6+	[O-][N+](=O)/C=C/c1ccccc1	5284459	-1	AID_1159515_datatable_active
Trihexyltetradecylphosphonium bromide	trihexyl(tetradecyl)phosphanium;bromide	InChI=1S/C32H68P.BrH/c1-5-9-13-17-18-19-20-21-22-23-24-28-32-33(29-25-14-10-6-2,30-26-15-11-7-3)31-27-16-12-8-4;/h5-32H2,1-4H3;1H/q+1;/p-1	CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Br-]	16218822	-1	AID_1159515_datatable_active
N-(1,3-Dimethylbutyl)-N'-phenyl-p-phenylenediamine	4-N-(4-methylpentan-2-yl)-1-N-phenylbenzene-1,4-diamine	InChI=1S/C18H24N2/c1-14(2)13-15(3)19-17-9-11-18(12-10-17)20-16-7-5-4-6-8-16/h4-12,14-15,19-20H,13H2,1-3H3	CC(CC(Nc1ccc(cc1)Nc1ccccc1)C)C	13101	-1	AID_1159515_datatable_active
N-Methyl-p-aminophenol sulfate	4-(methylamino)phenol;sulfuric acid	InChI=1S/2C7H9NO.H2O4S/c2*1-8-6-2-4-7(9)5-3-6;1-5(2,3)4/h2*2-5,8-9H,1H3;(H2,1,2,3,4)	OS(=O)(=O)O.CNc1ccc(cc1)O.CNc1ccc(cc1)O	5930	-1	AID_1159515_datatable_active
2-Aminophenol	2-aminophenol	InChI=1S/C6H7NO/c7-5-3-1-2-4-6(5)8/h1-4,8H,7H2	Nc1ccccc1O	5801	-1	AID_1159515_datatable_active
4-Hydroxytamoxifen	4-[(Z)-1-[4-[2-(dimethylamino)ethoxy]phenyl]-2-phenylbut-1-enyl]phenol	InChI=1S/C26H29NO2/c1-4-25(20-8-6-5-7-9-20)26(21-10-14-23(28)15-11-21)22-12-16-24(17-13-22)29-19-18-27(2)3/h5-17,28H,4,18-19H2,1-3H3/b26-25-	CC/C(=C(\c1ccc(cc1)O)/c1ccc(cc1)OCCN(C)C)/c1ccccc1	449459	-1	AID_1159515_datatable_active
Retinal	(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenal	InChI=1S/C20H28O/c1-16(8-6-9-17(2)13-15-21)11-12-19-18(3)10-7-14-20(19,4)5/h6,8-9,11-13,15H,7,10,14H2,1-5H3/b9-6+,12-11+,16-8+,17-13+	O=C/C=C(/C=C/C=C(/C=C/C1=C(C)CCCC1(C)C)\C)\C	638015	-1	AID_1159515_datatable_active
4,4'-Thiobis(6-tert-butyl-m-cresol)	2-tert-butyl-4-(5-tert-butyl-4-hydroxy-2-methylphenyl)sulfanyl-5-methylphenol	InChI=1S/C22H30O2S/c1-13-9-17(23)15(21(3,4)5)11-19(13)25-20-12-16(22(6,7)8)18(24)10-14(20)2/h9-12,23-24H,1-8H3	CC(c1cc(Sc2cc(c(cc2C)O)C(C)(C)C)c(cc1O)C)(C)C	7308	-1	AID_1159515_datatable_active
Tetraoctylammonium bromide	tetraoctylazanium;bromide	InChI=1S/C32H68N.BrH/c1-5-9-13-17-21-25-29-33(30-26-22-18-14-10-6-2,31-27-23-19-15-11-7-3)32-28-24-20-16-12-8-4;/h5-32H2,1-4H3;1H/q+1;/p-1	CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-]	2734117	-1	AID_1159515_datatable_active
Digitin	(2S,3R,4S,5S,6R)-2-[(2S,3R,4S,5R,6R)-2-[(2S,3R,4S,5R,6R)-2-[(2R,3R,4R,5R,6R)-6-[(1R,2S,3S,4R,5'R,6R,7S,8R,9S,12S,13S,15R,16R,18S)-3,15-dihydroxy-5',7,9,13-tetramethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icosane-6,2'-oxane]-16-yl]oxy-4,5-dihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-5-hydroxy-6-(hydroxymethyl)-4-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-3-yl]oxy-3,5-dihydroxy-6-(hydroxymethyl)oxan-4-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol	InChI=1S/C56H92O29/c1-19-7-10-56(75-17-19)20(2)31-45(85-56)37(67)32-22-6-5-21-11-26(24(61)12-55(21,4)23(22)8-9-54(31,32)3)76-50-42(72)39(69)44(30(16-60)80-50)81-53-48(47(36(66)29(15-59)79-53)83-49-40(70)33(63)25(62)18-74-49)84-52-43(73)46(35(65)28(14-58)78-52)82-51-41(71)38(68)34(64)27(13-57)77-51/h19-53,57-73H,5-18H2,1-4H3/t19-,20+,21+,22-,23+,24-,25-,26-,27-,28-,29-,30-,31+,32-,33+,34-,35-,36-,37+,38+,39-,40-,41-,42-,43-,44+,45-,46+,47+,48-,49+,50-,51+,52+,53+,54-,55+,56-/m1/s1	OC[C@H]1O[C@@H](O[C@@H]2C[C@@H]3CC[C@@H]4[C@@H]([C@]3(C[C@H]2O)C)CC[C@]2([C@H]4[C@H](O)[C@H]3[C@@H]2[C@@H]([C@]2(O3)CC[C@H](CO2)C)C)C)[C@@H]([C@H]([C@H]1O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O[C@@H]1OC[C@H]([C@@H]([C@H]1O)O)O)O)O)O	6537502	-1	AID_1159515_datatable_active
Methylmercury chloride	chloro(methyl)mercury	InChI=1S/CH3.ClH.Hg/h1H3;1H;/q;;+1/p-1	C[Hg]Cl	409301	-1	AID_1159515_datatable_active
Saquinavir mesylate	(2S)-N-[(2S,3R)-4-[(3S,4aS,8aS)-3-(tert-butylcarbamoyl)-3,4,4a,5,6,7,8,8a-octahydro-1H-isoquinolin-2-yl]-3-hydroxy-1-phenylbutan-2-yl]-2-(quinoline-2-carbonylamino)butanediamide;methanesulfonic acid	InChI=1S/C38H50N6O5.CH4O3S/c1-38(2,3)43-37(49)32-20-26-14-7-8-15-27(26)22-44(32)23-33(45)30(19-24-11-5-4-6-12-24)41-36(48)31(21-34(39)46)42-35(47)29-18-17-25-13-9-10-16-28(25)40-29;1-5(2,3)4/h4-6,9-13,16-18,26-27,30-33,45H,7-8,14-15,19-23H2,1-3H3,(H2,39,46)(H,41,48)(H,42,47)(H,43,49);1H3,(H,2,3,4)/t26-,27+,30-,31-,32-,33+;/m0./s1	CS(=O)(=O)O.NC(=O)C[C@@H](C(=O)N[C@H]([C@@H](CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C)O)Cc1ccccc1)NC(=O)c1ccc2c(n1)cccc2	60934	-1	AID_1159515_datatable_active
Sodium dichromate dihydrate	disodium;oxido-(oxido(dioxo)chromio)oxy-dioxochromium;dihydrate	InChI=1S/2Cr.2Na.2H2O.7O/h;;;;2*1H2;;;;;;;/q;;2*+1;;;;;;;;2*-1	[O-][Cr](=O)(=O)O[Cr](=O)(=O)[O-].[Na+].[Na+].O.O	108005	-1	AID_1159515_datatable_active
Benzyldimethyltetradecylammonium chloride	benzyl-dimethyl-tetradecylazanium;chloride	InChI=1S/C23H42N.ClH/c1-4-5-6-7-8-9-10-11-12-13-14-18-21-24(2,3)22-23-19-16-15-17-20-23;/h15-17,19-20H,4-14,18,21-22H2,1-3H3;1H/q+1;/p-1	CCCCCCCCCCCCCC[N+](Cc1ccccc1)(C)C.[Cl-]	8755	-1	AID_1159515_datatable_active
Ferbam	N,N-dimethylcarbamodithioate;iron(3+)	InChI=1S/3C3H7NS2.Fe/c3*1-4(2)3(5)6;/h3*1-2H3,(H,5,6);/q;;;+3/p-3	CN(C(=S)[S-])C.CN(C(=S)[S-])C.CN(C(=S)[S-])C.[Fe+3]	26710	-1	AID_1159515_datatable_active
Fentin acetate	triphenylstannyl acetate	InChI=1S/3C6H5.C2H4O2.Sn/c3*1-2-4-6-5-3-1;1-2(3)4;/h3*1-5H;1H3,(H,3,4);/q;;;;+1/p-1	CC(=O)O[Sn](c1ccccc1)(c1ccccc1)c1ccccc1	16682804	-1	AID_1159515_datatable_active
Raloxifene	[6-hydroxy-2-(4-hydroxyphenyl)-1-benzothiophen-3-yl]-[4-(2-piperidin-1-ylethoxy)phenyl]methanone	InChI=1S/C28H27NO4S/c30-21-8-4-20(5-9-21)28-26(24-13-10-22(31)18-25(24)34-28)27(32)19-6-11-23(12-7-19)33-17-16-29-14-2-1-3-15-29/h4-13,18,30-31H,1-3,14-17H2	Oc1ccc2c(c1)sc(c2C(=O)c1ccc(cc1)OCCN1CCCCC1)c1ccc(cc1)O	5035	-1	AID_1159515_datatable_active
Trihexyltetradecylphosphonium dicyanamide	cyanoiminomethylideneazanide;trihexyl(tetradecyl)phosphanium	InChI=1S/C32H68P.C2N3/c1-5-9-13-17-18-19-20-21-22-23-24-28-32-33(29-25-14-10-6-2,30-26-15-11-7-3)31-27-16-12-8-4;3-1-5-2-4/h5-32H2,1-4H3;/q+1;-1	CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[N-]=C=NC#N	16217238	-1	AID_1159515_datatable_active
1,3-Didecyl-2-methylimidazolium chloride	1,3-didecyl-2-methylimidazol-1-ium;chloride	InChI=1S/C24H47N2.ClH/c1-4-6-8-10-12-14-16-18-20-25-22-23-26(24(25)3)21-19-17-15-13-11-9-7-5-2;/h22-23H,4-21H2,1-3H3;1H/q+1;/p-1	CCCCCCCCCCn1cc[n+](c1C)CCCCCCCCCC.[Cl-]	2775940	-1	AID_1159515_datatable_active
1-Hexadecyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide	bis(trifluoromethylsulfonyl)azanide;1-hexadecyl-3-methylimidazol-3-ium	InChI=1S/C20H39N2.C2F6NO4S2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-22-19-18-21(2)20-22;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h18-20H,3-17H2,1-2H3;/q+1;-1	FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCCCCCCCCCCCCCCn1cc[n+](c1)C	60196375	-1	AID_1159515_datatable_active
1-Methyl-3-octadecylimidazolium hexafluorophosphate	1-methyl-3-octadecylimidazol-1-ium;hexafluorophosphate	InChI=1S/C22H43N2.F6P/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-24-21-20-23(2)22-24;1-7(2,3,4,5)6/h20-22H,3-19H2,1-2H3;/q+1;-1	F[P-](F)(F)(F)(F)F.CCCCCCCCCCCCCCCCCCn1cc[n+](c1)C	24944555	-1	AID_1159515_datatable_active
Tributyltetradecylphosphonium dodecylbenzenesulfonate	2-dodecylbenzenesulfonate;tributyl(tetradecyl)phosphanium	InChI=1S/C26H56P.C18H30O3S/c1-5-9-13-14-15-16-17-18-19-20-21-22-26-27(23-10-6-2,24-11-7-3)25-12-8-4;1-2-3-4-5-6-7-8-9-10-11-14-17-15-12-13-16-18(17)22(19,20)21/h5-26H2,1-4H3;12-13,15-16H,2-11,14H2,1H3,(H,19,20,21)/q+1;/p-1	CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-].CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC	60196397	-1	AID_1159515_datatable_active
Copper dimethyldithiocarbamate	copper;N,N-dimethylcarbamodithioate	InChI=1S/2C3H7NS2.Cu/c2*1-4(2)3(5)6;/h2*1-2H3,(H,5,6);/q;;+2/p-2	CN(C(=S)[S-])C.CN(C(=S)[S-])C.[Cu+2]	472181	-1	AID_1159515_datatable_active
1,4-Naphthalenediamine	naphthalene-1,4-diamine	InChI=1S/C10H10N2/c11-9-5-6-10(12)8-4-2-1-3-7(8)9/h1-6H,11-12H2	Nc1ccc(c2c1cccc2)N	16719	-1	AID_1159515_datatable_active
Tributyltin oxide	tributyl(tributylstannyloxy)stannane	InChI=1S/6C4H9.O.2Sn/c6*1-3-4-2;;;/h6*1,3-4H2,2H3;;;	CCCC[Sn](O[Sn](CCCC)(CCCC)CCCC)(CCCC)CCCC	16682746	-1	AID_1159515_datatable_active
Sodium Omadine	sodium;1-oxidopyridine-2-thione	InChI=1S/C5H4NOS.Na/c7-6-4-2-1-3-5(6)8;/h1-4H;/q-1;+1	S=c1ccccn1[O-].[Na+]	19658	-1	AID_1159515_datatable_active
(1'-ethylspiro[6,7-dihydro-2H-furo[2,3-f]indole-3,4'-piperidine]-5-yl)-[4-[2-methyl-4-(5-methyl-1,3,4-oxadiazol-2-yl)phenyl]phenyl]methanone;hydrochloride	(1'-ethylspiro[6,7-dihydro-2H-furo[2,3-f]indole-3,4'-piperidine]-5-yl)-[4-[2-methyl-4-(5-methyl-1,3,4-oxadiazol-2-yl)phenyl]phenyl]methanone;hydrochloride	InChI=1S/C33H34N4O3.ClH/c1-4-36-15-12-33(13-16-36)20-39-30-18-25-11-14-37(29(25)19-28(30)33)32(38)24-7-5-23(6-8-24)27-10-9-26(17-21(27)2)31-35-34-22(3)40-31;/h5-10,17-19H,4,11-16,20H2,1-3H3;1H	CCN1CCC2(CC1)COc1c2cc2c(c1)CCN2C(=O)c1ccc(cc1)c1ccc(cc1C)c1nnc(o1)C.Cl	10483134	-1	AID_1159515_datatable_active
4-chloro-2-fluoro-5-[4-(3-fluorophenyl)-4-[2-[3-(2-methylbenzimidazol-1-yl)-8-azabicyclo[3.2.1]octan-8-yl]ethyl]piperidine-1-carbonyl]-N-methylbenzenesulfonamide	4-chloro-2-fluoro-5-[4-(3-fluorophenyl)-4-[2-[3-(2-methylbenzimidazol-1-yl)-8-azabicyclo[3.2.1]octan-8-yl]ethyl]piperidine-1-carbonyl]-N-methylbenzenesulfonamide	InChI=1S/C36H40ClF2N5O3S/c1-23-41-32-8-3-4-9-33(32)44(23)28-19-26-10-11-27(20-28)43(26)17-14-36(24-6-5-7-25(38)18-24)12-15-42(16-13-36)35(45)29-21-34(48(46,47)40-2)31(39)22-30(29)37/h3-9,18,21-22,26-28,40H,10-17,19-20H2,1-2H3	CNS(=O)(=O)c1cc(c(cc1F)Cl)C(=O)N1CCC(CC1)(CCN1C2CCC1CC(C2)n1c(C)nc2c1cccc2)c1cccc(c1)F	53257735	-1	AID_1159515_datatable_active
PharmaGSID_47315	2-[2-ethyl-4-[[4-[[4-(4-methoxyphenyl)piperazin-1-yl]methyl]-2-[4-(trifluoromethyl)phenyl]-1,3-thiazol-5-yl]methylsulfanyl]phenoxy]acetic acid	InChI=1S/C33H34F3N3O4S2/c1-3-22-18-27(12-13-29(22)43-20-31(40)41)44-21-30-28(37-32(45-30)23-4-6-24(7-5-23)33(34,35)36)19-38-14-16-39(17-15-38)25-8-10-26(42-2)11-9-25/h4-13,18H,3,14-17,19-21H2,1-2H3,(H,40,41)	CCc1cc(SCc2sc(nc2CN2CCN(CC2)c2ccc(cc2)OC)c2ccc(cc2)C(F)(F)F)ccc1OCC(=O)O	10233356	-1	AID_1159515_datatable_active
1-[2-[4-benzoyl-2-(3,4-dichlorophenyl)morpholin-2-yl]ethyl]-N,N-dimethyl-4-piperidin-1-ylpiperidine-4-carboxamide;hydrochloride	1-[2-[4-benzoyl-2-(3,4-dichlorophenyl)morpholin-2-yl]ethyl]-N,N-dimethyl-4-piperidin-1-ylpiperidine-4-carboxamide;hydrochloride	InChI=1S/C32H42Cl2N4O3.ClH/c1-35(2)30(40)31(38-16-7-4-8-17-38)13-18-36(19-14-31)20-15-32(26-11-12-27(33)28(34)23-26)24-37(21-22-41-32)29(39)25-9-5-3-6-10-25;/h3,5-6,9-12,23H,4,7-8,13-22,24H2,1-2H3;1H	CN(C(=O)C1(CCN(CC1)CCC1(OCCN(C1)C(=O)c1ccccc1)c1ccc(c(c1)Cl)Cl)N1CCCCC1)C.Cl	60196404	-1	AID_1159515_datatable_active
SR146131 trifluoroacetate (1:1)	2-[2-[[4-(4-chloro-2,5-dimethoxyphenyl)-5-(2-cyclohexylethyl)-1,3-thiazol-2-yl]carbamoyl]-5,7-dimethylindol-1-yl]acetic acid;2,2,2-trifluoroacetic acid	InChI=1S/C32H36ClN3O5S.C2HF3O2/c1-18-12-19(2)30-21(13-18)14-24(36(30)17-28(37)38)31(39)35-32-34-29(22-15-26(41-4)23(33)16-25(22)40-3)27(42-32)11-10-20-8-6-5-7-9-20;3-2(4,5)1(6)7/h12-16,20H,5-11,17H2,1-4H3,(H,37,38)(H,34,35,39);(H,6,7)	OC(=O)C(F)(F)F.COc1cc(Cl)c(cc1c1nc(sc1CCC1CCCCC1)NC(=O)c1cc2c(n1CC(=O)O)c(C)cc(c2)C)OC	60196406	-1	AID_1159515_datatable_active
[(1R)-1-ethoxycarbonyloxyethyl] 1-[[5-(5-chlorothiophen-2-yl)-1,2-oxazol-3-yl]methyl]-2-[(1-propan-2-ylpiperidin-4-yl)carbamoyl]indole-5-carboxylate;hydrochloride	[(1R)-1-ethoxycarbonyloxyethyl] 1-[[5-(5-chlorothiophen-2-yl)-1,2-oxazol-3-yl]methyl]-2-[(1-propan-2-ylpiperidin-4-yl)carbamoyl]indole-5-carboxylate;hydrochloride	InChI=1S/C31H35ClN4O7S.ClH/c1-5-40-31(39)42-19(4)41-30(38)20-6-7-24-21(14-20)15-25(29(37)33-22-10-12-35(13-11-22)18(2)3)36(24)17-23-16-26(43-34-23)27-8-9-28(32)44-27;/h6-9,14-16,18-19,22H,5,10-13,17H2,1-4H3,(H,33,37);1H/t19-;/m1./s1	CCOC(=O)O[C@@H](OC(=O)c1ccc2c(c1)cc(n2Cc1noc(c1)c1ccc(s1)Cl)C(=O)NC1CCN(CC1)C(C)C)C.Cl	60196407	-1	AID_1159515_datatable_active
Amiodarone hydrochloride	(2-butyl-1-benzofuran-3-yl)-[4-[2-(diethylamino)ethoxy]-3,5-diiodophenyl]methanone;hydrochloride	InChI=1S/C25H29I2NO3.ClH/c1-4-7-11-22-23(18-10-8-9-12-21(18)31-22)24(29)17-15-19(26)25(20(27)16-17)30-14-13-28(5-2)6-3;/h8-10,12,15-16H,4-7,11,13-14H2,1-3H3;1H	CCCCc1oc2c(c1C(=O)c1cc(I)c(c(c1)I)OCCN(CC)CC)cccc2.Cl	441325	-1	AID_1159515_datatable_active
Tributyltin methacrylate	tributylstannyl 2-methylprop-2-enoate	InChI=1S/C4H6O2.3C4H9.Sn/c1-3(2)4(5)6;3*1-3-4-2;/h1H2,2H3,(H,5,6);3*1,3-4H2,2H3;/q;;;;+1/p-1	CCCC[Sn](OC(=O)C(=C)C)(CCCC)CCCC	16682828	-1	AID_1159515_datatable_active
6-[2-[4-(1,2-Benzothiazol-3-yl)piperazin-1-yl]ethyl]-4,4,8-trimethyl-1,3-dihydroquinolin-2-one;methanesulfonic acid	6-[2-[4-(1,2-benzothiazol-3-yl)piperazin-1-yl]ethyl]-4,4,8-trimethyl-1,3-dihydroquinolin-2-one;methanesulfonic acid	InChI=1S/C25H30N4OS.CH4O3S/c1-17-14-18(15-20-23(17)26-22(30)16-25(20,2)3)8-9-28-10-12-29(13-11-28)24-19-6-4-5-7-21(19)31-27-24;1-5(2,3)4/h4-7,14-15H,8-13,16H2,1-3H3,(H,26,30);1H3,(H,2,3,4)	CS(=O)(=O)O.O=C1Nc2c(C)cc(cc2C(C1)(C)C)CCN1CCN(CC1)c1nsc2c1cccc2	9984487	-1	AID_1159515_datatable_active
1,2-benzisothiazol-3(2H)-one	1,2-benzothiazol-3-one	InChI=1S/C7H5NOS/c9-7-5-3-1-2-4-6(5)10-8-7/h1-4H,(H,8,9)	O=c1[nH]sc2c1cccc2	17520	-1	AID_1159515_datatable_active
Brilliant Blue FCF	disodium;2-[[4-[ethyl-[(3-sulfonatophenyl)methyl]amino]phenyl]-[4-[ethyl-[(3-sulfonatophenyl)methyl]azaniumylidene]cyclohexa-2,5-dien-1-ylidene]methyl]benzenesulfonate	InChI=1S/C37H36N2O9S3.2Na/c1-3-38(25-27-9-7-11-33(23-27)49(40,41)42)31-19-15-29(16-20-31)37(35-13-5-6-14-36(35)51(46,47)48)30-17-21-32(22-18-30)39(4-2)26-28-10-8-12-34(24-28)50(43,44)45;;/h5-24H,3-4,25-26H2,1-2H3,(H2-,40,41,42,43,44,45,46,47,48);;/q;2*+1/p-2	CC[N+](=C1C=CC(=C(c2ccccc2S(=O)(=O)[O-])c2ccc(cc2)N(Cc2cccc(c2)S(=O)(=O)[O-])CC)C=C1)Cc1cccc(c1)S(=O)(=O)[O-].[Na+].[Na+]	19700	-1	AID_1159515_datatable_active
Didecyldimethylammonium chloride	didecyl(dimethyl)azanium;chloride	InChI=1S/C22H48N.ClH/c1-5-7-9-11-13-15-17-19-21-23(3,4)22-20-18-16-14-12-10-8-6-2;/h5-22H2,1-4H3;1H/q+1;/p-1	CCCCCCCCCC[N+](CCCCCCCCCC)(C)C.[Cl-]	23558	-1	AID_1159515_datatable_active
9-Phenanthrol	phenanthren-9-ol	InChI=1S/C14H10O/c15-14-9-10-5-1-2-6-11(10)12-7-3-4-8-13(12)14/h1-9,15H	Oc1cc2ccccc2c2c1cccc2	10229	-1	AID_1159515_datatable_active
(2-Nitroethenyl)benzene	2-nitroethenylbenzene	InChI=1S/C8H7NO2/c10-9(11)7-6-8-4-2-1-3-5-8/h1-7H	[O-][N+](=O)C=Cc1ccccc1	7626	-1	AID_1159515_datatable_active
